week_start,region,channel,campaign,spend,impressions
2026-06-08,East,Direct,AlwaysOn,148847.89,82710
2026-06-08,East,Partner,AlwaysOn,109943.17,60411
2026-06-08,East,Online,AlwaysOn,62914.17,30870
2026-06-08,West,Direct,AlwaysOn,209470.38,103111
2026-06-08,West,Partner,AlwaysOn,162859.44,89010
2026-06-08,West,Online,AlwaysOn,115601.24,60465
2026-06-15,North,Direct,AlwaysOn,179007.89,93886
2026-06-15,North,Partner,AlwaysOn,133792.08,61776
2026-06-15,North,Online,AlwaysOn,83051.35,49483
2026-06-15,South,Direct,AlwaysOn,178364.63,74859
2026-06-15,South,Partner,AlwaysOn,129919.84,66004
2026-06-15,South,Online,AlwaysOn,60387.74,30404
2026-06-15,East,Direct,AlwaysOn,135197.66,70704
2026-06-15,East,Partner,AlwaysOn,108487.35,47801
2026-06-15,East,Online,AlwaysOn,58757.67,26719
2026-06-15,West,Direct,AlwaysOn,199984.34,86375
2026-06-15,West,Partner,AlwaysOn,160109.56,82353
2026-06-15,West,Online,AlwaysOn,100630.66,43471
2026-06-22,North,Direct,AlwaysOn,178603.36,92754
2026-06-22,North,Partner,AlwaysOn,146982.78,64125
2026-06-22,North,Online,AlwaysOn,88264.26,54829
2026-06-22,South,Direct,AlwaysOn,165842.89,74261
2026-06-22,South,Partner,AlwaysOn,97504.65,41642
2026-06-22,South,Online,AlwaysOn,62403.48,27508
2026-06-22,East,Direct,AlwaysOn,142331.71,64966
2026-06-22,East,Partner,AlwaysOn,105076.28,49274
2026-06-22,East,Online,AlwaysOn,60747.85,25452
2026-06-22,West,Direct,AlwaysOn,253674.38,149052
2026-06-22,West,Partner,AlwaysOn,164910.9,71256
2026-06-22,West,Online,AlwaysOn,85533.98,44166
2026-06-29,North,Direct,AlwaysOn,182296.18,109400
2026-06-29,North,Partner,AlwaysOn,158971.52,77159
2026-06-29,North,Online,AlwaysOn,85589.22,50778
2026-06-29,South,Direct,AlwaysOn,154179.8,90381
2026-06-29,South,Partner,AlwaysOn,118968.71,59029
2026-06-29,South,Online,AlwaysOn,64944.01,33804
2026-06-29,East,Direct,AlwaysOn,137400.69,70154
2026-06-29,East,Partner,AlwaysOn,98457.38,49746
2026-06-29,East,Online,AlwaysOn,63158.34,29243
2026-06-29,West,Direct,AlwaysOn,216473.8,116952
2026-06-29,West,Partner,AlwaysOn,145449.06,90476
2026-06-29,West,Online,AlwaysOn,81242.8,44294
2026-07-06,North,Direct,AlwaysOn,187899.87,111294
2026-07-06,North,Partner,AlwaysOn,151227.32,64386
2026-07-06,North,Online,AlwaysOn,90998.68,50959
2026-07-06,South,Direct,AlwaysOn,164498.94,99375
2026-07-06,South,Partner,AlwaysOn,119822.47,68254
2026-07-06,South,Online,AlwaysOn,79631.92,47234
2026-07-06,East,Direct,AlwaysOn,155098.7,74876
2026-07-06,East,Partner,AlwaysOn,103423.84,53537
2026-07-06,East,Online,AlwaysOn,59218.02,26320
2026-07-06,West,Direct,AlwaysOn,226256.24,103718
2026-07-06,West,Partner,AlwaysOn,159043.89,85539
2026-07-06,West,Online,AlwaysOn,108918.15,66930
2026-07-13,North,Direct,AlwaysOn,174666.91,81915
2026-07-13,North,Partner,AlwaysOn,145362.81,63783
2026-07-13,North,Online,AlwaysOn,79057.7,47773
2026-07-13,South,Direct,AlwaysOn,164455.23,87033
2026-07-13,South,Partner,AlwaysOn,110513.58,46675
2026-07-13,South,Online,AlwaysOn,90158.74,41031
2026-07-13,East,Direct,AlwaysOn,133557.0,60161
2026-07-13,East,Partner,AlwaysOn,109686.66,55384
2026-07-13,East,Online,AlwaysOn,54258.87,22625
2026-07-13,West,Direct,AlwaysOn,249910.51,150924
2026-07-13,West,Partner,AlwaysOn,148201.04,81726
2026-07-13,West,Online,AlwaysOn,113662.57,70203
2026-07-20,North,Direct,AlwaysOn,202598.93,88705
2026-07-20,North,Partner,AlwaysOn,157470.86,65817
2026-07-20,North,Online,AlwaysOn,80729.51,34827
2026-07-20,South,Direct,AlwaysOn,173002.0,106386
2026-07-20,South,Partner,AlwaysOn,118246.86,62267
2026-07-20,South,Online,AlwaysOn,79361.21,41124
2026-07-20,East,Direct,AlwaysOn,140266.47,66298
2026-07-20,East,Partner,AlwaysOn,86385.75,39330
2026-07-20,East,Online,AlwaysOn,52007.68,23553
2026-07-20,West,Direct,AlwaysOn,231699.02,125233
2026-07-20,West,Partner,AlwaysOn,193178.37,81644
2026-07-20,West,Online,AlwaysOn,111891.79,64250
2026-07-27,North,Direct,AlwaysOn,186126.28,99226
2026-07-27,North,Partner,AlwaysOn,136526.82,83385
2026-07-27,North,Online,AlwaysOn,87703.04,51002
2026-07-27,South,Direct,AlwaysOn,182495.99,96877
2026-07-27,South,Partner,AlwaysOn,109508.28,61228
2026-07-27,South,Online,AlwaysOn,75016.13,33464
2026-07-27,East,Direct,AlwaysOn,135369.08,82205
2026-07-27,East,Partner,AlwaysOn,105339.41,62795
2026-07-27,East,Online,AlwaysOn,58637.23,31553
2026-07-27,West,Direct,AuroraValue,299694.43,184030
2026-07-27,West,Partner,AuroraValue,240141.27,135854
2026-07-27,West,Online,AuroraValue,141545.72,66814
2026-08-03,North,Direct,AlwaysOn,215809.26,130202
2026-08-03,North,Partner,AlwaysOn,123004.72,64766
2026-08-03,North,Online,AlwaysOn,87754.05,50532
2026-08-03,South,Direct,AlwaysOn,154770.19,71209
2026-08-03,South,Partner,AlwaysOn,121256.2,71458
2026-08-03,South,Online,AlwaysOn,79852.72,34047
2026-08-03,East,Direct,AlwaysOn,166871.84,76032
2026-08-03,East,Partner,AlwaysOn,93707.82,46177
2026-08-03,East,Online,AlwaysOn,55695.89,30340
2026-08-03,West,Direct,AuroraValue,357599.1,170832
2026-08-03,West,Partner,AuroraValue,236142.91,107275
2026-08-03,West,Online,AuroraValue,112524.34,55397
2026-08-10,North,Direct,AlwaysOn,196856.72,104744
2026-08-10,North,Partner,AlwaysOn,151237.55,90419
2026-08-10,North,Online,AlwaysOn,69852.75,30734
2026-08-10,South,Direct,AlwaysOn,176179.31,79798
2026-08-10,South,Partner,AlwaysOn,107285.47,47466
2026-08-10,South,Online,AlwaysOn,78687.44,44466
2026-08-10,East,Direct,AlwaysOn,138920.16,83386
2026-08-10,East,Partner,AlwaysOn,122479.15,71853
2026-08-10,East,Online,AlwaysOn,64574.15,31319
2026-08-10,West,Direct,AuroraValue,313594.09,138539
2026-08-10,West,Partner,AuroraValue,202757.28,102297
2026-08-10,West,Online,AuroraValue,127184.85,67224
2026-08-17,North,Direct,AlwaysOn,156470.63,67371
2026-08-17,North,Partner,AlwaysOn,138412.52,65606
2026-08-17,North,Online,AlwaysOn,85932.41,40778
2026-08-17,South,Direct,AlwaysOn,167029.03,97049
2026-08-17,South,Partner,AlwaysOn,119960.95,55471
2026-08-17,South,Online,AlwaysOn,75586.86,31670
2026-08-17,East,Direct,AlwaysOn,137111.16,62051
2026-08-17,East,Partner,AlwaysOn,97161.16,57735
2026-08-17,East,Online,AlwaysOn,52323.9,23337
2026-08-17,West,Direct,AuroraValue,313539.12,142771
2026-08-17,West,Partner,AuroraValue,207752.4,92683
2026-08-17,West,Online,AuroraValue,118641.27,72389
