date,order_id,account_name,region,channel,category,product_id,units,unit_price,unit_cost,revenue,cost
2025-11-06,SO105516,Ironwood Ltd,East,Partner,Aurora,AUR-498,1,2368.17,1500.0,2368.17,1500.0
2025-11-06,SO105517,Ganges Distributors,East,Online,Aurora,AUR-550,5,2366.27,1500.0,11831.35,7500.0
2025-11-06,SO105518,Ironwood Ltd,East,Online,Aurora,AUR-946,4,2400.85,1500.0,9603.4,6000.0
2025-11-06,SO105519,Ganges Distributors,East,Direct,Vertex,VER-743,9,1149.01,790.0,10341.09,7110.0
2025-11-06,SO105520,Ironwood Ltd,East,Direct,Vertex,VER-474,10,1129.69,790.0,11296.9,7900.0
2025-11-06,SO105521,Ganges Distributors,East,Partner,Vertex,VER-760,10,1141.07,790.0,11410.7,7900.0
2025-11-06,SO105522,Ironwood Ltd,East,Partner,Vertex,VER-455,6,1168.16,790.0,7008.96,4740.0
2025-11-06,SO105523,Ganges Distributors,East,Online,Vertex,VER-947,5,1136.21,790.0,5681.05,3950.0
2025-11-06,SO105524,Ironwood Ltd,East,Online,Vertex,VER-560,1,1132.54,790.0,1132.54,790.0
2025-11-06,SO105525,Ganges Distributors,East,Direct,Halcyon,HAL-625,3,3903.13,2600.0,11709.39,7800.0
2025-11-06,SO105526,Ironwood Ltd,East,Direct,Halcyon,HAL-289,4,3888.36,2600.0,15553.44,10400.0
2025-11-06,SO105527,Ganges Distributors,East,Partner,Halcyon,HAL-384,1,3925.31,2600.0,3925.31,2600.0
2025-11-06,SO105528,Ironwood Ltd,East,Partner,Halcyon,HAL-454,1,3870.71,2600.0,3870.71,2600.0
2025-11-06,SO105529,Ganges Distributors,East,Online,Halcyon,HAL-629,2,3918.15,2600.0,7836.3,5200.0
2025-11-06,SO105530,Acme Corp,West,Direct,Aurora,AUR-643,10,2353.97,1500.0,23539.7,15000.0
2025-11-06,SO105531,Sterling Industries,West,Direct,Aurora,AUR-720,8,2413.29,1500.0,19306.32,12000.0
2025-11-06,SO105532,Vayu Logistics,West,Direct,Aurora,AUR-511,7,2375.43,1500.0,16628.01,10500.0
2025-11-06,SO105533,Orbit Retail,West,Direct,Aurora,AUR-488,9,2379.62,1500.0,21416.58,13500.0
2025-11-06,SO105534,Acme Corp,West,Partner,Aurora,AUR-159,1,2396.22,1500.0,2396.22,1500.0
2025-11-06,SO105535,Sterling Industries,West,Partner,Aurora,AUR-520,5,2374.4,1500.0,11872.0,7500.0
2025-11-06,SO105536,Vayu Logistics,West,Partner,Aurora,AUR-566,6,2402.53,1500.0,14415.18,9000.0
2025-11-06,SO105537,Orbit Retail,West,Partner,Aurora,AUR-130,1,2346.14,1500.0,2346.14,1500.0
2025-11-06,SO105538,Acme Corp,West,Online,Aurora,AUR-363,3,2408.47,1500.0,7225.41,4500.0
2025-11-06,SO105539,Sterling Industries,West,Online,Aurora,AUR-969,5,2393.38,1500.0,11966.9,7500.0
2025-11-06,SO105540,Vayu Logistics,West,Online,Aurora,AUR-621,5,2417.94,1500.0,12089.7,7500.0
2025-11-06,SO105541,Orbit Retail,West,Online,Aurora,AUR-862,2,2410.39,1500.0,4820.78,3000.0
2025-11-06,SO105542,Acme Corp,West,Direct,Vertex,VER-486,1,1121.89,790.0,1121.89,790.0
2025-11-06,SO105543,Sterling Industries,West,Direct,Vertex,VER-968,6,1157.31,790.0,6943.86,4740.0
2025-11-06,SO105544,Vayu Logistics,West,Direct,Vertex,VER-654,12,1144.69,790.0,13736.28,9480.0
2025-11-06,SO105545,Orbit Retail,West,Direct,Vertex,VER-111,5,1126.27,790.0,5631.35,3950.0
2025-11-06,SO105546,Acme Corp,West,Partner,Vertex,VER-725,5,1154.42,790.0,5772.1,3950.0
2025-11-06,SO105547,Sterling Industries,West,Partner,Vertex,VER-550,7,1152.61,790.0,8068.27,5530.0
2025-11-06,SO105548,Vayu Logistics,West,Partner,Vertex,VER-543,4,1160.02,790.0,4640.08,3160.0
2025-11-06,SO105549,Orbit Retail,West,Partner,Vertex,VER-497,5,1169.03,790.0,5845.15,3950.0
2025-11-06,SO105550,Acme Corp,West,Online,Vertex,VER-714,5,1147.67,790.0,5738.35,3950.0
2025-11-06,SO105551,Sterling Industries,West,Online,Vertex,VER-942,4,1169.29,790.0,4677.16,3160.0
2025-11-06,SO105552,Vayu Logistics,West,Online,Vertex,VER-826,2,1149.86,790.0,2299.72,1580.0
2025-11-06,SO105553,Orbit Retail,West,Online,Vertex,VER-590,2,1166.77,790.0,2333.54,1580.0
2025-11-06,SO105554,Sterling Industries,West,Direct,Halcyon,HAL-967,3,3836.19,2600.0,11508.57,7800.0
2025-11-06,SO105555,Orbit Retail,West,Direct,Halcyon,HAL-326,3,3894.84,2600.0,11684.52,7800.0
2025-11-06,SO105556,Acme Corp,West,Partner,Halcyon,HAL-355,2,3894.98,2600.0,7789.96,5200.0
2025-11-06,SO105557,Sterling Industries,West,Partner,Halcyon,HAL-755,5,3895.69,2600.0,19478.45,13000.0
2025-11-06,SO105558,Acme Corp,West,Online,Halcyon,HAL-353,1,3923.44,2600.0,3923.44,2600.0
2025-11-06,SO105559,Sterling Industries,West,Online,Halcyon,HAL-420,1,3906.12,2600.0,3906.12,2600.0
2025-11-06,SO105560,Vayu Logistics,West,Online,Halcyon,HAL-815,3,3926.41,2600.0,11779.23,7800.0
2025-11-06,SO105561,Orbit Retail,West,Online,Halcyon,HAL-458,2,3929.71,2600.0,7859.42,5200.0
2025-11-07,SO105562,Meridian Group,North,Direct,Aurora,AUR-370,10,2340.75,1500.0,23407.5,15000.0
2025-11-07,SO105563,Kalpana Traders,North,Direct,Aurora,AUR-185,3,2405.38,1500.0,7216.14,4500.0
2025-11-07,SO105564,Meridian Group,North,Partner,Aurora,AUR-274,9,2376.91,1500.0,21392.19,13500.0
2025-11-07,SO105565,Kalpana Traders,North,Partner,Aurora,AUR-137,6,2350.05,1500.0,14100.3,9000.0
2025-11-07,SO105566,Meridian Group,North,Online,Aurora,AUR-358,5,2398.67,1500.0,11993.35,7500.0
2025-11-07,SO105567,Kalpana Traders,North,Online,Aurora,AUR-351,4,2404.07,1500.0,9616.28,6000.0
2025-11-07,SO105568,Meridian Group,North,Direct,Vertex,VER-177,11,1145.31,790.0,12598.41,8690.0
2025-11-07,SO105569,Kalpana Traders,North,Direct,Vertex,VER-124,16,1116.59,790.0,17865.44,12640.0
2025-11-07,SO105570,Meridian Group,North,Partner,Vertex,VER-319,20,1157.76,790.0,23155.2,15800.0
2025-11-07,SO105571,Kalpana Traders,North,Partner,Vertex,VER-807,9,1151.3,790.0,10361.7,7110.0
2025-11-07,SO105572,Meridian Group,North,Online,Vertex,VER-621,7,1136.73,790.0,7957.11,5530.0
2025-11-07,SO105573,Kalpana Traders,North,Online,Vertex,VER-686,2,1173.49,790.0,2346.98,1580.0
2025-11-07,SO105574,Meridian Group,North,Direct,Halcyon,HAL-289,7,3791.84,2600.0,26542.88,18200.0
2025-11-07,SO105575,Kalpana Traders,North,Direct,Halcyon,HAL-796,1,3947.15,2600.0,3947.15,2600.0
2025-11-07,SO105576,Meridian Group,North,Partner,Halcyon,HAL-446,4,3957.08,2600.0,15828.32,10400.0
2025-11-07,SO105577,Kalpana Traders,North,Partner,Halcyon,HAL-840,2,3964.54,2600.0,7929.08,5200.0
2025-11-07,SO105578,Meridian Group,North,Online,Halcyon,HAL-444,3,3901.66,2600.0,11704.98,7800.0
2025-11-07,SO105579,Kalpana Traders,North,Online,Halcyon,HAL-343,2,3809.64,2600.0,7619.28,5200.0
2025-11-07,SO105580,Deccan Supply,South,Direct,Aurora,AUR-286,12,2382.5,1500.0,28590.0,18000.0
2025-11-07,SO105581,Bluewater Co,South,Direct,Aurora,AUR-893,12,2394.46,1500.0,28733.52,18000.0
2025-11-07,SO105582,Deccan Supply,South,Partner,Aurora,AUR-608,8,2417.76,1500.0,19342.08,12000.0
2025-11-07,SO105583,Bluewater Co,South,Partner,Aurora,AUR-225,4,2416.86,1500.0,9667.44,6000.0
2025-11-07,SO105584,Deccan Supply,South,Online,Aurora,AUR-778,5,2407.83,1500.0,12039.15,7500.0
2025-11-07,SO105585,Bluewater Co,South,Online,Aurora,AUR-286,2,2367.88,1500.0,4735.76,3000.0
2025-11-07,SO105586,Deccan Supply,South,Direct,Vertex,VER-209,12,1140.94,790.0,13691.28,9480.0
2025-11-07,SO105587,Bluewater Co,South,Direct,Vertex,VER-993,15,1141.73,790.0,17125.95,11850.0
2025-11-07,SO105588,Deccan Supply,South,Partner,Vertex,VER-146,11,1157.15,790.0,12728.65,8690.0
2025-11-07,SO105589,Bluewater Co,South,Partner,Vertex,VER-697,7,1153.08,790.0,8071.56,5530.0
2025-11-07,SO105590,Deccan Supply,South,Online,Vertex,VER-300,4,1135.14,790.0,4540.56,3160.0
2025-11-07,SO105591,Bluewater Co,South,Online,Vertex,VER-332,4,1181.33,790.0,4725.32,3160.0
2025-11-07,SO105592,Deccan Supply,South,Direct,Halcyon,HAL-520,3,3845.22,2600.0,11535.66,7800.0
2025-11-07,SO105593,Bluewater Co,South,Direct,Halcyon,HAL-964,5,3812.56,2600.0,19062.8,13000.0
2025-11-07,SO105594,Deccan Supply,South,Partner,Halcyon,HAL-105,5,3839.21,2600.0,19196.05,13000.0
2025-11-07,SO105595,Bluewater Co,South,Partner,Halcyon,HAL-413,2,3759.97,2600.0,7519.94,5200.0
2025-11-07,SO105596,Deccan Supply,South,Online,Halcyon,HAL-666,2,3947.17,2600.0,7894.34,5200.0
2025-11-07,SO105597,Bluewater Co,South,Online,Halcyon,HAL-693,2,3828.27,2600.0,7656.54,5200.0
2025-11-07,SO105598,Ganges Distributors,East,Direct,Aurora,AUR-279,8,2381.17,1500.0,19049.36,12000.0
2025-11-07,SO105599,Ironwood Ltd,East,Direct,Aurora,AUR-457,10,2373.82,1500.0,23738.2,15000.0
2025-11-07,SO105600,Ganges Distributors,East,Partner,Aurora,AUR-227,9,2445.79,1500.0,22012.11,13500.0
2025-11-07,SO105601,Ironwood Ltd,East,Partner,Aurora,AUR-900,8,2413.56,1500.0,19308.48,12000.0
2025-11-07,SO105602,Ganges Distributors,East,Online,Aurora,AUR-175,2,2420.23,1500.0,4840.46,3000.0
2025-11-07,SO105603,Ganges Distributors,East,Direct,Vertex,VER-534,16,1149.56,790.0,18392.96,12640.0
2025-11-07,SO105604,Ironwood Ltd,East,Direct,Vertex,VER-666,5,1157.27,790.0,5786.35,3950.0
2025-11-07,SO105605,Ganges Distributors,East,Partner,Vertex,VER-971,9,1151.85,790.0,10366.65,7110.0
2025-11-07,SO105606,Ironwood Ltd,East,Partner,Vertex,VER-647,5,1136.02,790.0,5680.1,3950.0
2025-11-07,SO105607,Ganges Distributors,East,Online,Vertex,VER-184,7,1153.32,790.0,8073.24,5530.0
2025-11-07,SO105608,Ironwood Ltd,East,Online,Vertex,VER-442,1,1136.21,790.0,1136.21,790.0
2025-11-07,SO105609,Ganges Distributors,East,Direct,Halcyon,HAL-469,9,3941.8,2600.0,35476.2,23400.0
2025-11-07,SO105610,Ironwood Ltd,East,Direct,Halcyon,HAL-346,3,3910.18,2600.0,11730.54,7800.0
2025-11-07,SO105611,Ganges Distributors,East,Partner,Halcyon,HAL-448,1,3843.2,2600.0,3843.2,2600.0
2025-11-07,SO105612,Ironwood Ltd,East,Partner,Halcyon,HAL-123,2,3866.13,2600.0,7732.26,5200.0
2025-11-07,SO105613,Ironwood Ltd,East,Online,Halcyon,HAL-509,2,3876.41,2600.0,7752.82,5200.0
2025-11-07,SO105614,Acme Corp,West,Direct,Aurora,AUR-161,5,2395.8,1500.0,11979.0,7500.0
2025-11-07,SO105615,Sterling Industries,West,Direct,Aurora,AUR-604,5,2445.97,1500.0,12229.85,7500.0
2025-11-07,SO105616,Vayu Logistics,West,Direct,Aurora,AUR-492,5,2379.43,1500.0,11897.15,7500.0
2025-11-07,SO105617,Orbit Retail,West,Direct,Aurora,AUR-479,3,2435.76,1500.0,7307.28,4500.0
2025-11-07,SO105618,Acme Corp,West,Partner,Aurora,AUR-235,3,2386.07,1500.0,7158.21,4500.0
2025-11-07,SO105619,Sterling Industries,West,Partner,Aurora,AUR-353,4,2410.14,1500.0,9640.56,6000.0
2025-11-07,SO105620,Vayu Logistics,West,Partner,Aurora,AUR-438,2,2383.89,1500.0,4767.78,3000.0
2025-11-07,SO105621,Orbit Retail,West,Partner,Aurora,AUR-772,6,2474.99,1500.0,14849.94,9000.0
2025-11-07,SO105622,Sterling Industries,West,Online,Aurora,AUR-406,2,2397.3,1500.0,4794.6,3000.0
2025-11-07,SO105623,Vayu Logistics,West,Online,Aurora,AUR-964,1,2360.03,1500.0,2360.03,1500.0
2025-11-07,SO105624,Acme Corp,West,Direct,Vertex,VER-621,10,1140.01,790.0,11400.1,7900.0
2025-11-07,SO105625,Sterling Industries,West,Direct,Vertex,VER-299,9,1137.25,790.0,10235.25,7110.0
2025-11-07,SO105626,Vayu Logistics,West,Direct,Vertex,VER-827,9,1162.74,790.0,10464.66,7110.0
2025-11-07,SO105627,Orbit Retail,West,Direct,Vertex,VER-163,9,1172.92,790.0,10556.28,7110.0
2025-11-07,SO105628,Acme Corp,West,Partner,Vertex,VER-936,4,1133.79,790.0,4535.16,3160.0
2025-11-07,SO105629,Sterling Industries,West,Partner,Vertex,VER-215,5,1166.93,790.0,5834.65,3950.0
2025-11-07,SO105630,Vayu Logistics,West,Partner,Vertex,VER-133,10,1175.0,790.0,11750.0,7900.0
2025-11-07,SO105631,Orbit Retail,West,Partner,Vertex,VER-860,5,1149.58,790.0,5747.9,3950.0
2025-11-07,SO105632,Acme Corp,West,Online,Vertex,VER-184,1,1150.88,790.0,1150.88,790.0
2025-11-07,SO105633,Sterling Industries,West,Online,Vertex,VER-816,4,1145.32,790.0,4581.28,3160.0
2025-11-07,SO105634,Vayu Logistics,West,Online,Vertex,VER-546,3,1171.66,790.0,3514.98,2370.0
2025-11-07,SO105635,Orbit Retail,West,Online,Vertex,VER-411,5,1165.75,790.0,5828.75,3950.0
2025-11-07,SO105636,Sterling Industries,West,Direct,Halcyon,HAL-118,4,3875.58,2600.0,15502.32,10400.0
2025-11-07,SO105637,Vayu Logistics,West,Direct,Halcyon,HAL-446,4,3958.49,2600.0,15833.96,10400.0
2025-11-07,SO105638,Acme Corp,West,Partner,Halcyon,HAL-174,1,3853.52,2600.0,3853.52,2600.0
2025-11-07,SO105639,Sterling Industries,West,Partner,Halcyon,HAL-253,2,3882.21,2600.0,7764.42,5200.0
2025-11-07,SO105640,Vayu Logistics,West,Partner,Halcyon,HAL-599,5,4003.54,2600.0,20017.7,13000.0
2025-11-07,SO105641,Orbit Retail,West,Partner,Halcyon,HAL-404,2,3888.5,2600.0,7777.0,5200.0
2025-11-07,SO105642,Acme Corp,West,Online,Halcyon,HAL-135,1,3897.04,2600.0,3897.04,2600.0
2025-11-07,SO105643,Sterling Industries,West,Online,Halcyon,HAL-775,1,3931.8,2600.0,3931.8,2600.0
2025-11-07,SO105644,Vayu Logistics,West,Online,Halcyon,HAL-212,3,3874.85,2600.0,11624.55,7800.0
2025-11-07,SO105645,Orbit Retail,West,Online,Halcyon,HAL-590,2,3918.11,2600.0,7836.22,5200.0
2025-11-08,SO105646,Meridian Group,North,Direct,Aurora,AUR-139,8,2410.02,1500.0,19280.16,12000.0
2025-11-08,SO105647,Kalpana Traders,North,Direct,Aurora,AUR-801,5,2343.4,1500.0,11717.0,7500.0
2025-11-08,SO105648,Meridian Group,North,Partner,Aurora,AUR-696,7,2367.37,1500.0,16571.59,10500.0
2025-11-08,SO105649,Kalpana Traders,North,Partner,Aurora,AUR-948,5,2342.18,1500.0,11710.9,7500.0
2025-11-08,SO105650,Meridian Group,North,Online,Aurora,AUR-348,6,2439.83,1500.0,14638.98,9000.0
2025-11-08,SO105651,Meridian Group,North,Direct,Vertex,VER-552,4,1137.4,790.0,4549.6,3160.0
2025-11-08,SO105652,Kalpana Traders,North,Direct,Vertex,VER-952,12,1139.46,790.0,13673.52,9480.0
2025-11-08,SO105653,Meridian Group,North,Partner,Vertex,VER-348,7,1138.16,790.0,7967.12,5530.0
2025-11-08,SO105654,Kalpana Traders,North,Partner,Vertex,VER-241,8,1169.61,790.0,9356.88,6320.0
2025-11-08,SO105655,Meridian Group,North,Online,Vertex,VER-787,9,1137.04,790.0,10233.36,7110.0
2025-11-08,SO105656,Meridian Group,North,Direct,Halcyon,HAL-148,5,3929.27,2600.0,19646.35,13000.0
2025-11-08,SO105657,Kalpana Traders,North,Direct,Halcyon,HAL-552,2,3823.31,2600.0,7646.62,5200.0
2025-11-08,SO105658,Meridian Group,North,Partner,Halcyon,HAL-750,3,3951.88,2600.0,11855.64,7800.0
2025-11-08,SO105659,Kalpana Traders,North,Partner,Halcyon,HAL-500,3,3976.76,2600.0,11930.28,7800.0
2025-11-08,SO105660,Meridian Group,North,Online,Halcyon,HAL-198,1,3931.7,2600.0,3931.7,2600.0
2025-11-08,SO105661,Kalpana Traders,North,Online,Halcyon,HAL-782,1,3842.81,2600.0,3842.81,2600.0
2025-11-08,SO105662,Deccan Supply,South,Direct,Aurora,AUR-914,7,2374.1,1500.0,16618.7,10500.0
2025-11-08,SO105663,Bluewater Co,South,Direct,Aurora,AUR-199,5,2370.94,1500.0,11854.7,7500.0
2025-11-08,SO105664,Deccan Supply,South,Partner,Aurora,AUR-230,7,2389.38,1500.0,16725.66,10500.0
2025-11-08,SO105665,Bluewater Co,South,Partner,Aurora,AUR-804,4,2423.77,1500.0,9695.08,6000.0
2025-11-08,SO105666,Deccan Supply,South,Online,Aurora,AUR-414,3,2405.67,1500.0,7217.01,4500.0
2025-11-08,SO105667,Bluewater Co,South,Online,Aurora,AUR-359,2,2385.59,1500.0,4771.18,3000.0
2025-11-08,SO105668,Deccan Supply,South,Direct,Vertex,VER-320,8,1161.72,790.0,9293.76,6320.0
2025-11-08,SO105669,Bluewater Co,South,Direct,Vertex,VER-431,9,1155.99,790.0,10403.91,7110.0
2025-11-08,SO105670,Deccan Supply,South,Partner,Vertex,VER-168,7,1141.98,790.0,7993.86,5530.0
2025-11-08,SO105671,Bluewater Co,South,Partner,Vertex,VER-299,4,1142.88,790.0,4571.52,3160.0
2025-11-08,SO105672,Deccan Supply,South,Online,Vertex,VER-212,2,1152.19,790.0,2304.38,1580.0
2025-11-08,SO105673,Bluewater Co,South,Online,Vertex,VER-430,5,1149.67,790.0,5748.35,3950.0
2025-11-08,SO105674,Deccan Supply,South,Direct,Halcyon,HAL-823,2,3895.77,2600.0,7791.54,5200.0
2025-11-08,SO105675,Bluewater Co,South,Direct,Halcyon,HAL-113,1,3887.62,2600.0,3887.62,2600.0
2025-11-08,SO105676,Deccan Supply,South,Partner,Halcyon,HAL-979,2,3884.94,2600.0,7769.88,5200.0
2025-11-08,SO105677,Bluewater Co,South,Partner,Halcyon,HAL-468,3,3852.09,2600.0,11556.27,7800.0
2025-11-08,SO105678,Deccan Supply,South,Online,Halcyon,HAL-510,2,3932.44,2600.0,7864.88,5200.0
2025-11-08,SO105679,Ganges Distributors,East,Direct,Aurora,AUR-475,11,2325.64,1500.0,25582.04,16500.0
2025-11-08,SO105680,Ironwood Ltd,East,Direct,Aurora,AUR-457,3,2378.28,1500.0,7134.84,4500.0
2025-11-08,SO105681,Ganges Distributors,East,Partner,Aurora,AUR-387,6,2444.51,1500.0,14667.06,9000.0
2025-11-08,SO105682,Ironwood Ltd,East,Partner,Aurora,AUR-171,3,2374.37,1500.0,7123.11,4500.0
2025-11-08,SO105683,Ganges Distributors,East,Online,Aurora,AUR-956,3,2394.35,1500.0,7183.05,4500.0
2025-11-08,SO105684,Ironwood Ltd,East,Online,Aurora,AUR-796,2,2422.78,1500.0,4845.56,3000.0
2025-11-08,SO105685,Ganges Distributors,East,Direct,Vertex,VER-617,15,1141.38,790.0,17120.7,11850.0
2025-11-08,SO105686,Ironwood Ltd,East,Direct,Vertex,VER-140,5,1158.47,790.0,5792.35,3950.0
2025-11-08,SO105687,Ganges Distributors,East,Partner,Vertex,VER-817,5,1130.94,790.0,5654.7,3950.0
2025-11-08,SO105688,Ironwood Ltd,East,Partner,Vertex,VER-920,2,1170.92,790.0,2341.84,1580.0
2025-11-08,SO105689,Ganges Distributors,East,Online,Vertex,VER-155,1,1151.0,790.0,1151.0,790.0
2025-11-08,SO105690,Ironwood Ltd,East,Online,Vertex,VER-376,4,1168.17,790.0,4672.68,3160.0
2025-11-08,SO105691,Ganges Distributors,East,Direct,Halcyon,HAL-952,3,3937.51,2600.0,11812.53,7800.0
2025-11-08,SO105692,Ironwood Ltd,East,Partner,Halcyon,HAL-389,3,3965.36,2600.0,11896.08,7800.0
2025-11-08,SO105693,Acme Corp,West,Direct,Aurora,AUR-302,4,2442.08,1500.0,9768.32,6000.0
2025-11-08,SO105694,Sterling Industries,West,Direct,Aurora,AUR-733,4,2412.87,1500.0,9651.48,6000.0
2025-11-08,SO105695,Vayu Logistics,West,Direct,Aurora,AUR-214,5,2410.31,1500.0,12051.55,7500.0
2025-11-08,SO105696,Orbit Retail,West,Direct,Aurora,AUR-461,4,2433.69,1500.0,9734.76,6000.0
2025-11-08,SO105697,Acme Corp,West,Partner,Aurora,AUR-579,1,2444.54,1500.0,2444.54,1500.0
2025-11-08,SO105698,Sterling Industries,West,Partner,Aurora,AUR-489,4,2409.24,1500.0,9636.96,6000.0
2025-11-08,SO105699,Vayu Logistics,West,Partner,Aurora,AUR-169,5,2438.42,1500.0,12192.1,7500.0
2025-11-08,SO105700,Orbit Retail,West,Partner,Aurora,AUR-864,1,2380.42,1500.0,2380.42,1500.0
2025-11-08,SO105701,Acme Corp,West,Online,Aurora,AUR-673,1,2398.86,1500.0,2398.86,1500.0
2025-11-08,SO105702,Sterling Industries,West,Online,Aurora,AUR-202,5,2411.28,1500.0,12056.4,7500.0
2025-11-08,SO105703,Vayu Logistics,West,Online,Aurora,AUR-922,1,2436.33,1500.0,2436.33,1500.0
2025-11-08,SO105704,Orbit Retail,West,Online,Aurora,AUR-404,1,2397.09,1500.0,2397.09,1500.0
2025-11-08,SO105705,Acme Corp,West,Direct,Vertex,VER-517,3,1132.7,790.0,3398.1,2370.0
2025-11-08,SO105706,Sterling Industries,West,Direct,Vertex,VER-138,5,1149.54,790.0,5747.7,3950.0
2025-11-08,SO105707,Vayu Logistics,West,Direct,Vertex,VER-820,6,1125.84,790.0,6755.04,4740.0
2025-11-08,SO105708,Orbit Retail,West,Direct,Vertex,VER-499,5,1135.1,790.0,5675.5,3950.0
2025-11-08,SO105709,Acme Corp,West,Partner,Vertex,VER-468,4,1157.8,790.0,4631.2,3160.0
2025-11-08,SO105710,Sterling Industries,West,Partner,Vertex,VER-105,3,1153.49,790.0,3460.47,2370.0
2025-11-08,SO105711,Vayu Logistics,West,Partner,Vertex,VER-155,3,1153.93,790.0,3461.79,2370.0
2025-11-08,SO105712,Orbit Retail,West,Partner,Vertex,VER-833,4,1138.82,790.0,4555.28,3160.0
2025-11-08,SO105713,Acme Corp,West,Online,Vertex,VER-144,3,1165.75,790.0,3497.25,2370.0
2025-11-08,SO105714,Sterling Industries,West,Online,Vertex,VER-957,2,1149.05,790.0,2298.1,1580.0
2025-11-08,SO105715,Vayu Logistics,West,Online,Vertex,VER-655,2,1153.8,790.0,2307.6,1580.0
2025-11-08,SO105716,Orbit Retail,West,Online,Vertex,VER-585,1,1143.19,790.0,1143.19,790.0
2025-11-08,SO105717,Acme Corp,West,Direct,Halcyon,HAL-493,6,3924.12,2600.0,23544.72,15600.0
2025-11-08,SO105718,Sterling Industries,West,Direct,Halcyon,HAL-398,1,3876.41,2600.0,3876.41,2600.0
2025-11-08,SO105719,Vayu Logistics,West,Direct,Halcyon,HAL-307,1,4032.41,2600.0,4032.41,2600.0
2025-11-08,SO105720,Orbit Retail,West,Direct,Halcyon,HAL-625,2,3879.6,2600.0,7759.2,5200.0
2025-11-08,SO105721,Sterling Industries,West,Partner,Halcyon,HAL-543,1,3849.89,2600.0,3849.89,2600.0
2025-11-08,SO105722,Vayu Logistics,West,Partner,Halcyon,HAL-332,1,3824.15,2600.0,3824.15,2600.0
2025-11-08,SO105723,Vayu Logistics,West,Online,Halcyon,HAL-669,2,3929.93,2600.0,7859.86,5200.0
2025-11-09,SO105724,Meridian Group,North,Direct,Aurora,AUR-728,5,2402.66,1500.0,12013.3,7500.0
2025-11-09,SO105725,Kalpana Traders,North,Direct,Aurora,AUR-931,4,2412.77,1500.0,9651.08,6000.0
2025-11-09,SO105726,Kalpana Traders,North,Partner,Aurora,AUR-432,7,2459.82,1500.0,17218.74,10500.0
2025-11-09,SO105727,Meridian Group,North,Online,Aurora,AUR-417,3,2354.45,1500.0,7063.35,4500.0
2025-11-09,SO105728,Kalpana Traders,North,Online,Aurora,AUR-537,2,2339.9,1500.0,4679.8,3000.0
2025-11-09,SO105729,Meridian Group,North,Direct,Vertex,VER-605,7,1190.92,790.0,8336.44,5530.0
2025-11-09,SO105730,Kalpana Traders,North,Direct,Vertex,VER-354,9,1158.74,790.0,10428.66,7110.0
2025-11-09,SO105731,Meridian Group,North,Partner,Vertex,VER-611,10,1137.22,790.0,11372.2,7900.0
2025-11-09,SO105732,Kalpana Traders,North,Partner,Vertex,VER-677,1,1136.56,790.0,1136.56,790.0
2025-11-09,SO105733,Meridian Group,North,Online,Vertex,VER-594,2,1154.85,790.0,2309.7,1580.0
2025-11-09,SO105734,Kalpana Traders,North,Online,Vertex,VER-417,2,1149.04,790.0,2298.08,1580.0
2025-11-09,SO105735,Meridian Group,North,Direct,Halcyon,HAL-487,1,3830.76,2600.0,3830.76,2600.0
2025-11-09,SO105736,Meridian Group,North,Partner,Halcyon,HAL-538,1,3887.08,2600.0,3887.08,2600.0
2025-11-09,SO105737,Kalpana Traders,North,Partner,Halcyon,HAL-899,2,3916.7,2600.0,7833.4,5200.0
2025-11-09,SO105738,Meridian Group,North,Online,Halcyon,HAL-808,1,3916.81,2600.0,3916.81,2600.0
2025-11-09,SO105739,Kalpana Traders,North,Online,Halcyon,HAL-627,2,3906.62,2600.0,7813.24,5200.0
2025-11-09,SO105740,Deccan Supply,South,Direct,Aurora,AUR-974,6,2389.56,1500.0,14337.36,9000.0
2025-11-09,SO105741,Bluewater Co,South,Direct,Aurora,AUR-447,1,2400.22,1500.0,2400.22,1500.0
2025-11-09,SO105742,Deccan Supply,South,Partner,Aurora,AUR-917,4,2328.12,1500.0,9312.48,6000.0
2025-11-09,SO105743,Bluewater Co,South,Partner,Aurora,AUR-397,4,2395.71,1500.0,9582.84,6000.0
2025-11-09,SO105744,Deccan Supply,South,Online,Aurora,AUR-202,1,2389.76,1500.0,2389.76,1500.0
2025-11-09,SO105745,Bluewater Co,South,Online,Aurora,AUR-300,3,2377.17,1500.0,7131.51,4500.0
2025-11-09,SO105746,Deccan Supply,South,Direct,Vertex,VER-380,3,1161.73,790.0,3485.19,2370.0
2025-11-09,SO105747,Bluewater Co,South,Direct,Vertex,VER-277,8,1127.73,790.0,9021.84,6320.0
2025-11-09,SO105748,Deccan Supply,South,Partner,Vertex,VER-832,6,1151.66,790.0,6909.96,4740.0
2025-11-09,SO105749,Bluewater Co,South,Partner,Vertex,VER-818,2,1146.76,790.0,2293.52,1580.0
2025-11-09,SO105750,Deccan Supply,South,Online,Vertex,VER-722,3,1164.61,790.0,3493.83,2370.0
2025-11-09,SO105751,Bluewater Co,South,Online,Vertex,VER-850,4,1166.11,790.0,4664.44,3160.0
2025-11-09,SO105752,Deccan Supply,South,Direct,Halcyon,HAL-246,1,3900.5,2600.0,3900.5,2600.0
2025-11-09,SO105753,Bluewater Co,South,Partner,Halcyon,HAL-636,1,3842.86,2600.0,3842.86,2600.0
